AS1,AS2,Prefix
3356,6453,14.141.190.0/23
6453,4755,14.141.190.0/23
START,50300,219.65.32.0/20
50300,3356,219.65.32.0/20
3356,6453,219.65.32.0/20
6453,4755,219.65.32.0/20
START,50300,121.244.189.0/24
50300,3356,121.244.189.0/24
3356,6453,121.244.189.0/24
6453,4755,121.244.189.0/24
START,50300,121.241.112.0/22
50300,3356,121.241.112.0/22
3356,6453,121.241.112.0/22
6453,4755,121.241.112.0/22
START,50300,121.244.40.0/24
50300,3356,121.244.40.0/24
3356,6453,121.244.40.0/24
6453,4755,121.244.40.0/24
START,50300,121.244.213.0/24
50300,3356,121.244.213.0/24
3356,6453,121.244.213.0/24
6453,4755,121.244.213.0/24
START,50300,121.244.131.0/24
50300,3356,121.244.131.0/24
3356,6453,121.244.131.0/24
6453,4755,121.244.131.0/24
START,50300,121.244.181.0/24
50300,3356,121.244.181.0/24
3356,6453,121.244.181.0/24
6453,4755,121.244.181.0/24
START,50300,121.244.129.0/24
50300,3356,121.244.129.0/24
3356,6453,121.244.129.0/24
6453,4755,121.244.129.0/24
START,50300,121.244.121.0/24
50300,3356,121.244.121.0/24
3356,6453,121.244.121.0/24
6453,4755,121.244.121.0/24
START,50300,121.244.52.0/24
50300,3356,121.244.52.0/24
3356,6453,121.244.52.0/24
6453,4755,121.244.52.0/24
START,50300,121.244.35.0/24
50300,3356,121.244.35.0/24
3356,6453,121.244.35.0/24
6453,4755,121.244.35.0/24
START,50300,121.244.117.0/24
50300,3356,121.244.117.0/24
3356,6453,121.244.117.0/24
6453,4755,121.244.117.0/24
START,50300,121.244.153.0/24
50300,3356,121.244.153.0/24
3356,6453,121.244.153.0/24
6453,4755,121.244.153.0/24
START,50300,121.244.64.0/23
50300,3356,121.244.64.0/23
3356,6453,121.244.64.0/23
6453,4755,121.244.64.0/23
START,50300,115.114.96.0/24
50300,3356,115.114.96.0/24
3356,6453,115.114.96.0/24
6453,4755,115.114.96.0/24
START,50300,115.110.118.0/23
50300,3356,115.110.118.0/23
3356,6453,115.110.118.0/23
6453,4755,115.110.118.0/23
START,50300,115.114.132.0/23
50300,3356,115.114.132.0/23
3356,6453,115.114.132.0/23
6453,4755,115.114.132.0/23
START,50300,115.114.69.0/24
50300,3356,115.114.69.0/24
3356,6453,115.114.69.0/24
6453,4755,115.114.69.0/24
START,50300,115.110.83.0/24
50300,3356,115.110.83.0/24
3356,6453,115.110.83.0/24
6453,4755,115.110.83.0/24
START,50300,115.114.126.0/23
50300,3356,115.114.126.0/23
3356,6453,115.114.126.0/23
6453,4755,115.114.126.0/23
START,50300,115.112.116.0/22
50300,3356,115.112.116.0/22
3356,6453,115.112.116.0/22
6453,4755,115.112.116.0/22
START,50300,115.112.32.0/23
50300,3356,115.112.32.0/23
3356,6453,115.112.32.0/23
6453,4755,115.112.32.0/23
START,50300,115.112.96.0/23
50300,3356,115.112.96.0/23
3356,6453,115.112.96.0/23
6453,4755,115.112.96.0/23
START,50300,115.112.156.0/22
50300,3356,115.112.156.0/22
3356,6453,115.112.156.0/22
6453,4755,115.112.156.0/22
START,50300,115.112.128.0/23
50300,3356,115.112.128.0/23
3356,6453,115.112.128.0/23
6453,4755,115.112.128.0/23
START,50300,115.112.162.0/24
50300,3356,115.112.162.0/24
3356,6453,115.112.162.0/24
6453,4755,115.112.162.0/24
START,50300,115.112.98.0/23
50300,3356,115.112.98.0/23
3356,6453,115.112.98.0/23
6453,4755,115.112.98.0/23
START,50300,115.112.138.0/23
50300,3356,115.112.138.0/23
3356,6453,115.112.138.0/23
6453,4755,115.112.138.0/23
START,50300,115.112.164.0/23
50300,3356,115.112.164.0/23
3356,6453,115.112.164.0/23
6453,4755,115.112.164.0/23
START,50300,115.112.114.0/24
50300,3356,115.112.114.0/24
3356,6453,115.112.114.0/24
6453,4755,115.112.114.0/24
START,50300,115.112.34.0/23
50300,3356,115.112.34.0/23
3356,6453,115.112.34.0/23
6453,4755,115.112.34.0/23
START,57381,201.54.65.0/24
57381,42708,201.54.65.0/24
42708,3356,201.54.65.0/24
3356,3549,201.54.65.0/24
3549,22689,201.54.65.0/24
START,57381,201.54.66.0/23
57381,42708,201.54.66.0/23
42708,3356,201.54.66.0/23
3356,3549,201.54.66.0/23
3549,22689,201.54.66.0/23
START,57381,186.5.190.0/24
57381,50304,186.5.190.0/24
50304,1299,186.5.190.0/24
1299,3549,186.5.190.0/24
3549,27983,186.5.190.0/24
27983,27971,186.5.190.0/24
START,57381,200.63.112.0/24
57381,50304,200.63.112.0/24
50304,1299,200.63.112.0/24
1299,3549,200.63.112.0/24
3549,27983,200.63.112.0/24
27983,27971,200.63.112.0/24
START,57381,200.63.113.0/24
57381,50304,200.63.113.0/24
50304,1299,200.63.113.0/24
1299,3549,200.63.113.0/24
3549,27983,200.63.113.0/24
27983,27971,200.63.113.0/24
START,57381,200.63.115.0/24
57381,50304,200.63.115.0/24
50304,1299,200.63.115.0/24
1299,3549,200.63.115.0/24
3549,27983,200.63.115.0/24
27983,27971,200.63.115.0/24
START,57381,200.63.117.0/24
57381,50304,200.63.117.0/24
50304,1299,200.63.117.0/24
1299,3549,200.63.117.0/24
3549,27983,200.63.117.0/24
27983,27971,200.63.117.0/24
START,57381,200.63.118.0/24
57381,50304,200.63.118.0/24
50304,1299,200.63.118.0/24
1299,3549,200.63.118.0/24
3549,27983,200.63.118.0/24
27983,27971,200.63.118.0/24
START,3257,206.230.110.0/24
3257,1299,206.230.110.0/24
1299,6939,206.230.110.0/24
6939,26284,206.230.110.0/24
26284,62759,206.230.110.0/24
START,3257,65.162.46.0/24
3257,1299,65.162.46.0/24
1299,6939,65.162.46.0/24
6939,26284,65.162.46.0/24
26284,62759,65.162.46.0/24
START,3257,206.230.111.0/24
3257,1299,206.230.111.0/24
1299,6939,206.230.111.0/24
6939,26284,206.230.111.0/24
26284,62759,206.230.111.0/24
START,3257,65.162.41.0/24
3257,1299,65.162.41.0/24
1299,6939,65.162.41.0/24
6939,26284,65.162.41.0/24
26284,62759,65.162.41.0/24
START,3257,162.245.176.0/21
3257,1299,162.245.176.0/21
1299,6939,162.245.176.0/21
6939,26284,162.245.176.0/21
26284,62759,162.245.176.0/21
START,3257,65.162.47.0/24
3257,1299,65.162.47.0/24
1299,6939,65.162.47.0/24
6939,26284,65.162.47.0/24
26284,62759,65.162.47.0/24
START,3257,64.211.114.0/23
3257,1299,64.211.114.0/23
1299,6939,64.211.114.0/23
6939,26284,64.211.114.0/23
26284,62759,64.211.114.0/23
START,3257,64.211.118.0/23
3257,1299,64.211.118.0/23
1299,6939,64.211.118.0/23
6939,26284,64.211.118.0/23
26284,62759,64.211.118.0/23
START,3257,63.163.64.0/24
3257,1299,63.163.64.0/24
1299,6939,63.163.64.0/24
6939,26284,63.163.64.0/24
26284,62759,63.163.64.0/24
START,7018,65.162.47.0/24
7018,1299,65.162.47.0/24
1299,6939,65.162.47.0/24
6939,26284,65.162.47.0/24
26284,62759,65.162.47.0/24
START,7018,63.163.64.0/24
7018,1299,63.163.64.0/24
1299,6939,63.163.64.0/24
6939,26284,63.163.64.0/24
26284,62759,63.163.64.0/24
START,7018,65.162.41.0/24
7018,1299,65.162.41.0/24
1299,6939,65.162.41.0/24
6939,26284,65.162.41.0/24
26284,62759,65.162.41.0/24
START,7018,64.211.118.0/23
7018,1299,64.211.118.0/23
1299,6939,64.211.118.0/23
6939,26284,64.211.118.0/23
26284,62759,64.211.118.0/23
START,7018,162.245.176.0/21
7018,1299,162.245.176.0/21
1299,6939,162.245.176.0/21
6939,26284,162.245.176.0/21
26284,62759,162.245.176.0/21
START,7018,205.243.124.0/23
7018,1299,205.243.124.0/23
1299,6939,205.243.124.0/23
6939,26284,205.243.124.0/23
26284,62759,205.243.124.0/23
START,7018,64.211.114.0/23
7018,1299,64.211.114.0/23
1299,6939,64.211.114.0/23
6939,26284,64.211.114.0/23
26284,62759,64.211.114.0/23
START,7018,65.162.46.0/24
7018,1299,65.162.46.0/24
1299,6939,65.162.46.0/24
6939,26284,65.162.46.0/24
26284,62759,65.162.46.0/24
START,7018,206.230.110.0/24
7018,1299,206.230.110.0/24
1299,6939,206.230.110.0/24
6939,26284,206.230.110.0/24
26284,62759,206.230.110.0/24
START,7018,65.162.47.0/24
7018,1299,65.162.47.0/24
1299,6939,65.162.47.0/24
6939,26284,65.162.47.0/24
26284,62759,65.162.47.0/24
START,7018,63.163.64.0/24
7018,1299,63.163.64.0/24
1299,6939,63.163.64.0/24
6939,26284,63.163.64.0/24
26284,62759,63.163.64.0/24
START,7018,65.162.41.0/24
7018,1299,65.162.41.0/24
1299,6939,65.162.41.0/24
6939,26284,65.162.41.0/24
26284,62759,65.162.41.0/24
START,7018,64.211.118.0/23
7018,1299,64.211.118.0/23
1299,6939,64.211.118.0/23
6939,26284,64.211.118.0/23
26284,62759,64.211.118.0/23
START,7018,162.245.176.0/21
7018,1299,162.245.176.0/21
1299,6939,162.245.176.0/21
6939,26284,162.245.176.0/21
26284,62759,162.245.176.0/21
START,7018,205.243.124.0/23
7018,1299,205.243.124.0/23
1299,6939,205.243.124.0/23
6939,26284,205.243.124.0/23
26284,62759,205.243.124.0/23
START,7018,64.211.114.0/23
7018,1299,64.211.114.0/23
1299,6939,64.211.114.0/23
6939,26284,64.211.114.0/23
26284,62759,64.211.114.0/23
START,7018,65.162.46.0/24
7018,1299,65.162.46.0/24
1299,6939,65.162.46.0/24
6939,26284,65.162.46.0/24
26284,62759,65.162.46.0/24
START,7018,206.230.110.0/24
7018,1299,206.230.110.0/24
1299,6939,206.230.110.0/24
6939,26284,206.230.110.0/24
26284,62759,206.230.110.0/24
START,3549,186.5.179.0/24
3549,27983,186.5.179.0/24
27983,27971,186.5.179.0/24
START,3549,186.5.190.0/24
3549,27983,186.5.190.0/24
27983,27971,186.5.190.0/24
START,3549,200.63.112.0/24
3549,27983,200.63.112.0/24
27983,27971,200.63.112.0/24
START,3549,200.63.113.0/24
3549,27983,200.63.113.0/24
27983,27971,200.63.113.0/24
START,3549,200.63.114.0/24
3549,27983,200.63.114.0/24
27983,27971,200.63.114.0/24
START,3549,200.63.115.0/24
3549,27983,200.63.115.0/24
27983,27971,200.63.115.0/24
START,3549,200.63.116.0/24
3549,27983,200.63.116.0/24
27983,27971,200.63.116.0/24
START,3549,200.63.117.0/24
3549,27983,200.63.117.0/24
27983,27971,200.63.117.0/24
START,3549,200.63.118.0/24
3549,27983,200.63.118.0/24
27983,27971,200.63.118.0/24
START,3549,200.63.119.0/24
3549,27983,200.63.119.0/24
27983,27971,200.63.119.0/24
START,3549,65.162.41.0/24
3549,1299,65.162.41.0/24
1299,6939,65.162.41.0/24
6939,26284,65.162.41.0/24
26284,62759,65.162.41.0/24
START,3549,65.162.46.0/24
3549,1299,65.162.46.0/24
1299,6939,65.162.46.0/24
6939,26284,65.162.46.0/24
26284,62759,65.162.46.0/24
START,3549,65.162.47.0/24
3549,1299,65.162.47.0/24
1299,6939,65.162.47.0/24
6939,26284,65.162.47.0/24
26284,62759,65.162.47.0/24
START,3549,162.245.176.0/21
3549,1299,162.245.176.0/21
1299,6939,162.245.176.0/21
6939,26284,162.245.176.0/21
26284,62759,162.245.176.0/21
START,3549,205.243.124.0/23
3549,1299,205.243.124.0/23
1299,6939,205.243.124.0/23
6939,26284,205.243.124.0/23
26284,62759,205.243.124.0/23
START,3549,206.230.110.0/24
3549,1299,206.230.110.0/24
1299,6939,206.230.110.0/24
6939,26284,206.230.110.0/24
26284,62759,206.230.110.0/24
START,3549,206.230.111.0/24
3549,1299,206.230.111.0/24
1299,6939,206.230.111.0/24
6939,26284,206.230.111.0/24
26284,62759,206.230.111.0/24
START,3549,64.211.112.0/23
3549,3356,64.211.112.0/23
3356,1239,64.211.112.0/23
1239,14828,64.211.112.0/23
START,3549,64.211.116.0/23
3549,3356,64.211.116.0/23
3356,1239,64.211.116.0/23
1239,14828,64.211.116.0/23
START,3549,64.213.216.0/21
3549,3356,64.213.216.0/21
3356,1239,64.213.216.0/21
1239,14828,64.213.216.0/21
START,3549,65.162.40.0/24
3549,3356,65.162.40.0/24
3356,1239,65.162.40.0/24
1239,14828,65.162.40.0/24
START,3549,65.162.42.0/23
3549,3356,65.162.42.0/23
3356,1239,65.162.42.0/23
1239,14828,65.162.42.0/23
START,3549,65.162.44.0/23
3549,3356,65.162.44.0/23
3356,1239,65.162.44.0/23
1239,14828,65.162.44.0/23
START,3549,104.218.220.0/22
3549,3356,104.218.220.0/22
3356,1239,104.218.220.0/22
1239,14828,104.218.220.0/22
START,3549,140.190.0.0/16
3549,3356,140.190.0.0/16
3356,1239,140.190.0.0/16
1239,14828,140.190.0.0/16
START,3549,192.145.240.0/20
3549,3356,192.145.240.0/20
3356,1239,192.145.240.0/20
1239,14828,192.145.240.0/20
START,3549,192.151.160.0/20
3549,3356,192.151.160.0/20
3356,1239,192.151.160.0/20
1239,14828,192.151.160.0/20
START,3549,204.248.112.0/20
3549,3356,204.248.112.0/20
3356,1239,204.248.112.0/20
1239,14828,204.248.112.0/20
START,3549,205.243.114.0/23
3549,3356,205.243.114.0/23
3356,1239,205.243.114.0/23
1239,14828,205.243.114.0/23
START,3549,205.243.116.0/22
3549,3356,205.243.116.0/22
3356,1239,205.243.116.0/22
1239,14828,205.243.116.0/22
START,3549,205.243.120.0/22
3549,3356,205.243.120.0/22
3356,1239,205.243.120.0/22
1239,14828,205.243.120.0/22
START,3549,205.243.126.0/23
3549,3356,205.243.126.0/23
3356,1239,205.243.126.0/23
1239,14828,205.243.126.0/23
START,3549,206.230.104.0/22
3549,3356,206.230.104.0/22
3356,1239,206.230.104.0/22
1239,14828,206.230.104.0/22
START,3549,206.230.108.0/23
3549,3356,206.230.108.0/23
3356,1239,206.230.108.0/23
1239,14828,206.230.108.0/23
START,3549,207.138.192.0/19
3549,3356,207.138.192.0/19
3356,1239,207.138.192.0/19
1239,14828,207.138.192.0/19
START,3549,64.211.118.0/23
3549,3356,64.211.118.0/23
3356,1299,64.211.118.0/23
1299,6939,64.211.118.0/23
6939,26284,64.211.118.0/23
26284,62759,64.211.118.0/23
START,3549,194.53.0.0/24
3549,286,194.53.0.0/24
286,12859,194.53.0.0/24
12859,1132,194.53.0.0/24
START,37989,64.211.118.0/23
37989,4844,64.211.118.0/23
4844,7473,64.211.118.0/23
7473,6939,64.211.118.0/23
6939,14828,64.211.118.0/23
14828,62759,64.211.118.0/23
START,37989,162.245.176.0/21
37989,4844,162.245.176.0/21
4844,7473,162.245.176.0/21
7473,6939,162.245.176.0/21
6939,14828,162.245.176.0/21
14828,62759,162.245.176.0/21
START,37989,205.243.124.0/23
37989,4844,205.243.124.0/23
4844,7473,205.243.124.0/23
7473,6939,205.243.124.0/23
6939,14828,205.243.124.0/23
14828,62759,205.243.124.0/23
START,3333,202.73.53.0/24
3333,24482,202.73.53.0/24
24482,18106,202.73.53.0/24
START,8758,202.73.57.0/24
8758,24482,202.73.57.0/24
24482,18106,202.73.57.0/24
START,8758,202.73.57.0/24
8758,24482,202.73.57.0/24
24482,18106,202.73.57.0/24
START,22652,121.244.40.0/24
22652,6453,121.244.40.0/24
6453,4755,121.244.40.0/24
START,22652,121.244.153.0/24
22652,6453,121.244.153.0/24
6453,4755,121.244.153.0/24
START,22652,121.244.213.0/24
22652,6453,121.244.213.0/24
6453,4755,121.244.213.0/24
START,22652,121.244.52.0/24
22652,6453,121.244.52.0/24
6453,4755,121.244.52.0/24
START,22652,121.244.64.0/23
22652,6453,121.244.64.0/23
6453,4755,121.244.64.0/23
START,22652,121.244.35.0/24
22652,6453,121.244.35.0/24
6453,4755,121.244.35.0/24
START,22652,121.244.131.0/24
22652,6453,121.244.131.0/24
6453,4755,121.244.131.0/24
START,22652,121.244.121.0/24
22652,6453,121.244.121.0/24
6453,4755,121.244.121.0/24
START,22652,121.244.129.0/24
22652,6453,121.244.129.0/24
6453,4755,121.244.129.0/24
START,22652,121.244.117.0/24
22652,6453,121.244.117.0/24
6453,4755,121.244.117.0/24
START,22652,121.244.181.0/24
22652,6453,121.244.181.0/24
6453,4755,121.244.181.0/24
START,22652,115.114.69.0/24
22652,6453,115.114.69.0/24
6453,4755,115.114.69.0/24
START,22652,115.110.83.0/24
22652,6453,115.110.83.0/24
6453,4755,115.110.83.0/24
START,22652,115.114.96.0/24
22652,6453,115.114.96.0/24
6453,4755,115.114.96.0/24
START,22652,115.114.132.0/23
22652,6453,115.114.132.0/23
6453,4755,115.114.132.0/23
START,22652,115.114.126.0/23
22652,6453,115.114.126.0/23
6453,4755,115.114.126.0/23
START,22652,115.110.118.0/23
22652,6453,115.110.118.0/23
6453,4755,115.110.118.0/23
START,22652,59.165.200.0/22
22652,6453,59.165.200.0/22
6453,4755,59.165.200.0/22
START,22652,59.165.203.0/24
22652,6453,59.165.203.0/24
6453,4755,59.165.203.0/24
START,22652,121.241.112.0/22
22652,6453,121.241.112.0/22
6453,4755,121.241.112.0/22
START,22652,115.112.116.0/22
22652,6453,115.112.116.0/22
6453,4755,115.112.116.0/22
START,22652,115.112.32.0/23
22652,6453,115.112.32.0/23
6453,4755,115.112.32.0/23
START,22652,115.112.56.0/22
22652,6453,115.112.56.0/22
6453,4755,115.112.56.0/22
START,22652,115.112.164.0/23
22652,6453,115.112.164.0/23
6453,4755,115.112.164.0/23
START,22652,115.112.96.0/23
22652,6453,115.112.96.0/23
6453,4755,115.112.96.0/23
START,22652,115.112.146.0/23
22652,6453,115.112.146.0/23
6453,4755,115.112.146.0/23
START,22652,115.112.128.0/23
22652,6453,115.112.128.0/23
6453,4755,115.112.128.0/23
START,22652,115.112.34.0/23
22652,6453,115.112.34.0/23
6453,4755,115.112.34.0/23
START,22652,115.112.114.0/24
22652,6453,115.112.114.0/24
6453,4755,115.112.114.0/24
START,22652,115.112.138.0/23
22652,6453,115.112.138.0/23
6453,4755,115.112.138.0/23
START,22652,115.112.162.0/24
22652,6453,115.112.162.0/24
6453,4755,115.112.162.0/24
START,22652,115.112.98.0/23
22652,6453,115.112.98.0/23
6453,4755,115.112.98.0/23
START,22652,115.112.156.0/22
22652,6453,115.112.156.0/22
6453,4755,115.112.156.0/22
START,22652,115.111.244.0/22
22652,6453,115.111.244.0/22
6453,4755,115.111.244.0/22
START,22652,14.141.29.0/24
22652,6453,14.141.29.0/24
6453,4755,14.141.29.0/24
START,22652,14.141.50.0/23
22652,6453,14.141.50.0/23
6453,4755,14.141.50.0/23
START,22652,14.141.64.0/22
22652,6453,14.141.64.0/22
6453,4755,14.141.64.0/22
START,22652,14.141.80.0/22
22652,6453,14.141.80.0/22
6453,4755,14.141.80.0/22
START,22652,14.141.12.0/23
22652,6453,14.141.12.0/23
6453,4755,14.141.12.0/23
START,22652,14.141.48.0/23
22652,6453,14.141.48.0/23
6453,4755,14.141.48.0/23
START,22652,14.141.54.0/23
22652,6453,14.141.54.0/23
6453,4755,14.141.54.0/23
START,22652,14.141.88.0/23
22652,6453,14.141.88.0/23
6453,4755,14.141.88.0/23
START,22652,14.141.30.0/23
22652,6453,14.141.30.0/23
6453,4755,14.141.30.0/23
START,22652,14.141.28.0/24
22652,6453,14.141.28.0/24
6453,4755,14.141.28.0/24
START,22652,14.141.58.0/23
22652,6453,14.141.58.0/23
6453,4755,14.141.58.0/23
START,22652,14.140.246.0/23
22652,6453,14.140.246.0/23
6453,4755,14.140.246.0/23
START,22652,14.141.22.0/23
22652,6453,14.141.22.0/23
6453,4755,14.141.22.0/23
START,22652,59.162.60.0/24
22652,6453,59.162.60.0/24
6453,4755,59.162.60.0/24
START,22652,59.162.59.0/24
22652,6453,59.162.59.0/24
6453,4755,59.162.59.0/24
START,22652,59.165.228.0/23
22652,6453,59.165.228.0/23
6453,4755,59.165.228.0/23
START,22652,59.165.227.0/24
22652,6453,59.165.227.0/24
6453,4755,59.165.227.0/24
START,22652,59.165.226.0/24
22652,6453,59.165.226.0/24
6453,4755,59.165.226.0/24
START,22652,59.162.62.0/24
22652,6453,59.162.62.0/24
6453,4755,59.162.62.0/24
START,22652,14.142.72.0/22
22652,6453,14.142.72.0/22
6453,4755,14.142.72.0/22
START,22652,14.141.92.0/23
22652,6453,14.141.92.0/23
6453,4755,14.141.92.0/23
START,22652,14.141.148.0/23
22652,6453,14.141.148.0/23
6453,4755,14.141.148.0/23
START,22652,14.142.32.0/22
22652,6453,14.142.32.0/22
6453,4755,14.142.32.0/22
START,22652,14.141.186.0/24
22652,6453,14.141.186.0/24
6453,4755,14.141.186.0/24
START,22652,14.141.216.0/23
22652,6453,14.141.216.0/23
6453,4755,14.141.216.0/23
START,22652,14.141.142.0/23
22652,6453,14.141.142.0/23
6453,4755,14.141.142.0/23
START,22652,14.141.248.0/22
22652,6453,14.141.248.0/22
6453,4755,14.141.248.0/22
START,22652,14.141.240.0/23
22652,6453,14.141.240.0/23
6453,4755,14.141.240.0/23
START,22652,14.141.95.0/24
22652,6453,14.141.95.0/24
6453,4755,14.141.95.0/24
START,22652,14.142.2.0/23
22652,6453,14.142.2.0/23
6453,4755,14.142.2.0/23
START,22652,14.141.196.0/22
22652,6453,14.141.196.0/22
6453,4755,14.141.196.0/22
START,22652,14.141.218.0/23
22652,6453,14.141.218.0/23
6453,4755,14.141.218.0/23
START,22652,14.141.169.0/24
22652,6453,14.141.169.0/24
6453,4755,14.141.169.0/24
START,22652,14.141.130.0/23
22652,6453,14.141.130.0/23
6453,4755,14.141.130.0/23
START,22652,14.141.108.0/23
22652,6453,14.141.108.0/23
6453,4755,14.141.108.0/23
START,22652,14.141.190.0/23
22652,6453,14.141.190.0/23
6453,4755,14.141.190.0/23
START,22652,14.141.144.0/24
22652,6453,14.141.144.0/24
6453,4755,14.141.144.0/24
START,22652,14.141.156.0/23
22652,6453,14.141.156.0/23
6453,4755,14.141.156.0/23
START,22652,14.141.172.0/22
22652,6453,14.141.172.0/22
6453,4755,14.141.172.0/22
START,22652,14.141.136.0/23
22652,6453,14.141.136.0/23
6453,4755,14.141.136.0/23
START,22652,14.141.214.0/23
22652,6453,14.141.214.0/23
6453,4755,14.141.214.0/23
START,22652,14.141.134.0/23
22652,6453,14.141.134.0/23
6453,4755,14.141.134.0/23
START,22652,14.141.112.0/22
22652,6453,14.141.112.0/22
6453,4755,14.141.112.0/22
START,22652,14.142.56.0/22
22652,6453,14.142.56.0/22
6453,4755,14.142.56.0/22
START,22652,14.141.129.0/24
22652,6453,14.141.129.0/24
6453,4755,14.141.129.0/24
START,7018,65.162.47.0/24
7018,3356,65.162.47.0/24
3356,14828,65.162.47.0/24
14828,62759,65.162.47.0/24
START,7018,63.163.64.0/24
7018,3356,63.163.64.0/24
3356,14828,63.163.64.0/24
14828,62759,63.163.64.0/24
START,7018,65.162.41.0/24
7018,3356,65.162.41.0/24
3356,14828,65.162.41.0/24
14828,62759,65.162.41.0/24
START,7018,64.211.118.0/23
7018,3356,64.211.118.0/23
3356,14828,64.211.118.0/23
14828,62759,64.211.118.0/23
START,7018,162.245.176.0/21
7018,3356,162.245.176.0/21
3356,14828,162.245.176.0/21
14828,62759,162.245.176.0/21
START,7018,205.243.124.0/23
7018,3356,205.243.124.0/23
3356,14828,205.243.124.0/23
14828,62759,205.243.124.0/23
START,7018,64.211.114.0/23
7018,3356,64.211.114.0/23
3356,14828,64.211.114.0/23
14828,62759,64.211.114.0/23
START,7018,65.162.46.0/24
7018,3356,65.162.46.0/24
3356,14828,65.162.46.0/24
14828,62759,65.162.46.0/24
START,7018,206.230.110.0/24
7018,3356,206.230.110.0/24
3356,14828,206.230.110.0/24
14828,62759,206.230.110.0/24
START,8758,206.230.104.0/22
8758,174,206.230.104.0/22
174,1239,206.230.104.0/22
1239,14828,206.230.104.0/22
START,8758,104.218.220.0/22
8758,174,104.218.220.0/22
174,1239,104.218.220.0/22
1239,14828,104.218.220.0/22
START,3257,63.163.64.0/24
3257,3356,63.163.64.0/24
3356,14828,63.163.64.0/24
14828,62759,63.163.64.0/24
START,3257,206.230.110.0/24
3257,3356,206.230.110.0/24
3356,14828,206.230.110.0/24
14828,62759,206.230.110.0/24
START,3257,205.243.124.0/23
3257,3356,205.243.124.0/23
3356,14828,205.243.124.0/23
14828,62759,205.243.124.0/23
START,3257,206.230.111.0/24
3257,3356,206.230.111.0/24
3356,14828,206.230.111.0/24
14828,62759,206.230.111.0/24
START,3257,65.162.47.0/24
3257,3356,65.162.47.0/24
3356,14828,65.162.47.0/24
14828,62759,65.162.47.0/24
START,3257,65.162.46.0/24
3257,3356,65.162.46.0/24
3356,14828,65.162.46.0/24
14828,62759,65.162.46.0/24
START,3257,162.245.176.0/21
3257,3356,162.245.176.0/21
3356,14828,162.245.176.0/21
14828,62759,162.245.176.0/21
START,3257,65.162.41.0/24
3257,3356,65.162.41.0/24
3356,14828,65.162.41.0/24
14828,62759,65.162.41.0/24
